,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
244,Lexus,UX,2019,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,Used,7000,Dammam,165000,False
245,Toyota,Camry,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,Used,238000,Jeddah,48500,False
246,Mercedes,C,2016,Other,White,Full,2.0,Gas,Automatic,Used,84000,Dammam,129000,False
247,Land Rover,Range Rover,2019,Other,Black,,,Gas,Automatic,Used,1800,Riyadh,350000,False
248,Toyota,Yaris,2015,Saudi,White,Standard,1.4,Gas,Automatic,Used,193000,Dammam,25000,False
249,Mercedes,S,2015,Other,Navy,Full,3.0,Gas,Automatic,Used,46000,Dammam,210000,False
250,Toyota,Dyna,1987,Saudi,White,Standard,,Gas,Manual,Used,1100000,Aseer,6000,False
251,Kia,Picanto,2015,Saudi,Another Color,Standard,1.0,Gas,Automatic,Used,136000,Al-Medina,18500,False
252,GMC,Yukon,2008,Saudi,White,Full,5.3,Gas,Automatic,Used,200000,Jeddah,38000,False
253,Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,Used,55000,Riyadh,60000,False
254,Lexus,LX,2007,Gulf Arabic,White,Full,4.7,Gas,Automatic,Used,269000,Riyadh,Negotiable,True
255,Kia,Cores,2014,Saudi,White,Full,3.5,Gas,Automatic,Used,81000,Jeddah,78000,False
256,Honda,Accord,2018,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,32000,Jeddah,97000,False
257,Toyota,Camry,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,97000,Dammam,68000,False
258,Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,Used,117000,Riyadh,145000,False
259,Hyundai,Kona,2019,Saudi,Black,Standard,2.0,Gas,Automatic,Used,76000,Jeddah,56000,False
260,Hyundai,Creta,2017,Saudi,Silver,Semi Full,1.6,Gas,Automatic,Used,125000,Al-Ahsa,57000,False
261,Mercedes,S,2014,Gulf Arabic,Navy,Full,4.7,Gas,Automatic,Used,102000,Makkah,Negotiable,True
262,Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,Used,75000,Riyadh,64000,False
263,GMC,Yukon,2011,Saudi,White,Full,8.0,Gas,Automatic,Used,200,Taef,70000,False
264,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,88795,Riyadh,26500,False
265,Kia,Rio,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,272232,Riyadh,26500,False
266,Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,145161,Riyadh,27000,False
267,Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,117081,Riyadh,27000,False
268,Honda,Odyssey,2015,Saudi,Grey,Standard,3.5,Gas,Automatic,Used,192000,Dammam,58000,False
269,Geely,EC8,2016,Saudi,Silver,Full,,Gas,Automatic,Used,80000,Aseer,22000,False
270,Mazda,6,2014,Other,Black,Full,,Gas,Manual,Used,201000,Riyadh,42000,False
271,Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,39000,Riyadh,131500,False
272,Nissan,Sylvian Bus,2018,Saudi,White,Full,3.0,Gas,Manual,Used,3000,Riyadh,107000,False
273,Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,Used,86000,Riyadh,127000,False
274,Lexus,LX,2018,Saudi,White,Full,1.0,Gas,Automatic,Used,105000,Riyadh,355000,False
275,Land Rover,Range Rover,2014,Saudi,White,Full,,Gas,Automatic,Used,131000,Riyadh,230000,False
276,Cadillac,CT6,2019,Saudi,Silver,Full,3.6,Gas,Automatic,Used,17500,Riyadh,Negotiable,True
277,Hyundai,H1,2015,Saudi,Black,Semi Full,,Gas,Automatic,Used,131000,Al-Medina,42000,False
278,Mercedes,S,2015,Other,Black,Full,,Gas,Automatic,Used,109000,Riyadh,199000,False
279,Toyota,Camry,2019,Saudi,Black,Full,2.5,Gas,Automatic,Used,13000,Riyadh,94000,False
280,Toyota,Camry,2020,Saudi,Brown,Standard,2.5,Gas,Automatic,Used,37000,Riyadh,80000,False
281,Toyota,Hilux,2014,Saudi,White,Standard,2.5,Gas,Manual,Used,125000,Riyadh,40000,False
282,Ford,Taurus,2019,Saudi,Black,Standard,2.0,Gas,Automatic,Used,49000,Riyadh,82000,False
283,Toyota,Camry,2019,Saudi,Black,Standard,2.5,Gas,Automatic,Used,48000,Riyadh,80000,False
284,Hyundai,Sonata,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,116000,Riyadh,55000,False
285,Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,Used,235000,Riyadh,50000,False
286,Nissan,Patrol,2015,Saudi,Another Color,Full,5.6,Gas,Automatic,Used,228000,Riyadh,130000,False
287,Toyota,Ciocca,2009,Saudi,Grey,Full,5.7,Gas,Automatic,Used,343000,Riyadh,60000,False
288,Chevrolet,Tahoe,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,233000,Riyadh,98000,False
289,Toyota,Land Cruiser Pickup,2018,Saudi,Another Color,Standard,4.0,Gas,Manual,Used,98000,Riyadh,105000,False
290,Genesis,G80,2019,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,Used,50000,Riyadh,125000,False
291,Toyota,Cressida,1996,Saudi,White,Semi Full,,Gas,Manual,Used,8000,Aseer,13000,False
292,Lexus,LX,2018,Gulf Arabic,Golden,Full,7.5,Gas,Automatic,Used,122000,Taef,340000,False
293,Kia,Sportage,2020,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,43000,Riyadh,Negotiable,True
294,Renault,Duster,2017,Saudi,White,Standard,2.0,Gas,Automatic,Used,49597,Riyadh,27500,False
295,Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,37644,Riyadh,27500,False
296,Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,Used,55531,Riyadh,27500,False
297,Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,49214,Riyadh,27500,False
298,Mercedes,GLC,2017,Gulf Arabic,White,Full,,Gas,Manual,Used,143000,Riyadh,155000,False
299,Hyundai,H1,2020,Saudi,Black,Full,,Gas,Automatic,Used,40000,Jeddah,Negotiable,True
300,Chevrolet,Impala,2017,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,89000,Riyadh,62000,False
301,Kia,Carnival,2016,Other,Golden,Semi Full,,Gas,Automatic,Used,118000,Riyadh,59000,False
302,Honda,Accord,2018,Gulf Arabic,Silver,Semi Full,1.5,Gas,Automatic,Used,38000,Riyadh,87000,False
303,GMC,Yukon,2014,Saudi,Brown,Standard,5.3,Gas,Automatic,Used,188000,Abha,Negotiable,True
304,Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,Used,62000,Riyadh,75000,False
305,Mercedes,C,2015,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,Used,173000,Riyadh,108000,False
306,Geely,EC8,2012,Saudi,Black,Full,2.3,Gas,Automatic,Used,200000,Riyadh,11500,False
307,Lexus,ES,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,45000,Riyadh,112000,False
308,HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,Used,2000,Jeddah,69000,False
309,Chrysler,300,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,Used,16000,Riyadh,90000,False
310,Ford,Flex,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,110000,Riyadh,67000,False
311,Nissan,Patrol,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,Used,92000,Riyadh,175000,False
312,Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,Used,114000,Riyadh,106000,False
313,Toyota,FJ,2015,Saudi,White,Full,4.0,Gas,Automatic,Used,259880,Riyadh,89000,False
314,Kia,Optima,2017,Gulf Arabic,Brown,Standard,2.4,Gas,Automatic,Used,75000,Riyadh,48000,False
315,GMC,Yukon,2017,Gulf Arabic,Bronze,Semi Full,5.3,Gas,Automatic,Used,96000,Riyadh,145000,False
316,BMW,The 7,2017,Gulf Arabic,Navy,Full,2.0,Gas,Automatic,Used,87000,Riyadh,175000,False
317,Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,114000,Riyadh,65000,False
318,Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,111000,Riyadh,75000,False
319,Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,81000,Riyadh,62000,False
320,Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,57000,False
321,Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,,Gas,Automatic,Used,97000,Riyadh,135000,False
322,Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,63744,Riyadh,25000,False
323,Nissan,Z370,2015,Saudi,Red,Semi Full,3.7,Gas,Automatic,Used,111075,Jazan,80000,False
324,Ford,Victoria,2006,Saudi,Oily,Standard,4.6,Gas,Automatic,Used,320000,Taef,19500,False
325,Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,180818,Riyadh,27500,False
326,Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,144024,Riyadh,27500,False
327,Changan,Seven,2020,Saudi,Red,Standard,1.5,Gas,Automatic,Used,47528,Riyadh,28500,False
328,Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,Used,36833,Riyadh,28500,False
329,Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,114000,Riyadh,65000,False
330,Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,Used,111000,Riyadh,75000,False
331,Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,Used,81000,Riyadh,62000,False
332,Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,57000,False
333,Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,,Gas,Automatic,Used,97000,Riyadh,135000,False
334,Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,63744,Riyadh,25000,False
335,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,71000,Riyadh,38000,False
336,Hyundai,Sonata,2018,Other,White,Full,2.0,Gas,Automatic,Used,65239,Qassim,67000,False
337,Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,131000,Jeddah,35000,False
338,Ford,Expedition,2008,Saudi,Blue,Semi Full,5.4,Gas,Automatic,Used,346000,Dammam,27000,False
339,Rolls-Royce,Ghost,2010,Saudi,Blue,Full,6.0,Gas,Automatic,Used,175000,Dammam,310000,False
340,Genesis,G80,2016,Other,White,Full,3.8,Gas,Automatic,Used,124000,Riyadh,86000,False
341,Mercedes,E,2019,Other,Black,Standard,,Gas,Automatic,Used,38000,Riyadh,216000,False
342,Porsche,911,2013,Saudi,Grey,Full,3.5,Gas,Automatic,Used,26000,Dammam,280000,False
343,Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,Used,121000,Jeddah,48000,False
344,Genesis,Royal,2015,Saudi,Black,Full,5.0,Gas,Automatic,Used,98000,Riyadh,111000,False
345,BMW,The 7,2020,Gulf Arabic,Black,Full,2.0,Gas,Automatic,Used,14000,Riyadh,349000,False
346,Kia,Carnival,2009,Saudi,Another Color,Standard,3.5,Gas,Automatic,Used,126000,Dammam,20000,False
347,Lexus,ES,2019,Other,Black,Full,3.5,Gas,Automatic,Used,40000,Dammam,185000,False
348,Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,Used,68000,Al-Medina,26500,False
349,Ford,Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,Used,75000,Riyadh,21000,False
350,Toyota,Land Cruiser,2018,Saudi,Silver,Full,5.7,Gas,Automatic,Used,23435,Riyadh,Negotiable,True
351,Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,Used,106000,Dammam,79000,False
352,Chevrolet,Impala,2016,Saudi,White,Standard,3.5,Gas,Automatic,Used,91000,Dammam,55000,False
353,Toyota,Furniture,2014,Saudi,White,Standard,2.7,Gas,Automatic,Used,127000,Jeddah,57000,False
354,Mazda,CX9,2017,Saudi,Brown,Full,,Gas,Automatic,Used,123000,Riyadh,Negotiable,True
355,Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,Used,21000,Jazan,275000,False
356,Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,Used,79968,Riyadh,29000,False
357,Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,Used,203429,Riyadh,29000,False
358,Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,Used,93788,Riyadh,29000,False
359,Renault,Duster,2018,Saudi,Black,Standard,2.0,Gas,Automatic,Used,164169,Riyadh,29500,False
360,GMC,Sierra,2020,Saudi,Navy,Standard,5.3,Gas,Automatic,Used,17000,Dammam,156000,False
361,Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,Used,34000,Riyadh,158000,False
362,Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,Used,170000,Jeddah,26000,False
363,Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,160000,Al-Ahsa,65000,False
364,Hyundai,Elantra,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,94000,Riyadh,Negotiable,True
365,Nissan,X-Trail,2006,Saudi,White,Standard,2.5,Gas,Automatic,Used,238000,Dammam,13000,False
366,Isuzu,Dyna,2021,Saudi,White,Standard,3.0,Diesel,Manual,Used,100000,Riyadh,Negotiable,True
367,Toyota,Land Cruiser,2020,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,Used,124000,Jeddah,250000,False
368,Toyota,Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,Used,119000,Dammam,180000,False
369,Chevrolet,Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,Used,168000,Dammam,110000,False
370,Honda,Accord,2019,Gulf Arabic,White,Full,2.0,Gas,Automatic,Used,45000,Riyadh,102000,False
371,Mercedes,C,2017,Other,Grey,Full,3.0,Gas,Automatic,Used,210000,Riyadh,210000,False
372,Nissan,Land Cruiser Pickup,2016,Saudi,White,Full,,Gas,Automatic,Used,44000,Riyadh,95000,False
373,Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,Used,60000,Riyadh,240000,False
374,Lexus,LX,2020,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,455000,Riyadh,455000,False
375,Ford,F150,2017,Other,Grey,Full,8.0,Gas,Automatic,Used,140000,Riyadh,145000,False
376,Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,Used,388000,Riyadh,55000,False
377,Toyota,Land Cruiser,2019,Saudi,White,Full,,Gas,Automatic,Used,35000,Hafar Al-Batin,Negotiable,True
378,Subaru,Forester,2010,Saudi,White,Standard,2.4,Gas,Automatic,Used,113000,Dammam,18500,False
379,Toyota,Land Cruiser,2021,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,Used,3500,Riyadh,Negotiable,True
380,Mazda,CX5,2020,Saudi,Grey,Full,,Gas,Automatic,Used,35000,Riyadh,Negotiable,True
381,Ford,Taurus,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,Used,199,Riyadh,Negotiable,True
382,Zhengzhou,Pick up,2020,Saudi,White,Semi Full,2.4,Gas,Manual,Used,13800,Sabya,35000,False
383,Toyota,Ciocca,2009,Saudi,White,Semi Full,5.7,Gas,Automatic,Used,275000,Makkah,55000,False
384,Mercedes,ML,2010,Saudi,White,Full,5.0,Gas,Automatic,Used,104000,Makkah,Negotiable,True
385,Toyota,Land Cruiser,1997,Gulf Arabic,Bronze,Full,6.0,Gas,Automatic,Used,30000,Besha,Negotiable,True
386,Renault,Duster,2018,Saudi,Oily,Standard,2.0,Gas,Automatic,Used,53811,Riyadh,29500,False
387,Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,93049,Riyadh,29500,False
388,Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,87042,Riyadh,29500,False
389,Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,85093,Riyadh,29500,False
390,Land Rover,Range Rover,2015,Gulf Arabic,White,Full,,Gas,Automatic,Used,140000,Riyadh,260000,False
391,BMW,The 4,2015,Gulf Arabic,Blue,Full,,Gas,Automatic,Used,122000,Riyadh,110000,False
392,Lexus,GS,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,78000,Riyadh,170000,False
393,Mitsubishi,Pajero,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,Used,56525,Riyadh,78000,False
394,Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,,Gas,Automatic,Used,76000,Riyadh,68000,False
395,Mercedes,C,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,119000,Riyadh,130000,False
396,Chrysler,C300,2018,Gulf Arabic,Black,Full,,Gas,Automatic,Used,49000,Riyadh,135000,False
397,Land Rover,Range Rover,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,110000,Riyadh,255000,False
398,Land Rover,Range Rover,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,132000,Riyadh,235000,False
399,MINI,Copper,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,42000,Riyadh,95000,False
400,Chevrolet,Impala,2019,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,84000,Riyadh,77000,False
401,Toyota,Avalon,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,53000,Riyadh,118000,False
402,Nissan,Patrol,2019,Saudi,White,Full,,Gas,Automatic,Used,43000,Riyadh,225000,False
403,GMC,Acadia,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,106000,Riyadh,75000,False
404,GMC,Sierra,2020,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,32000,Riyadh,158000,False
405,Land Rover,Range Rover,2020,Gulf Arabic,Golden,Full,,Diesel,Automatic,Used,36000,Riyadh,540000,False
406,Lexus,ES,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,95000,Riyadh,141000,False
407,Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,39000,Riyadh,160000,False
408,Honda,City,2016,Saudi,Black,Full,,Gas,Automatic,Used,51000,Riyadh,41000,False
409,Land Rover,Range Rover,2019,Other,Black,Full,,Gas,Automatic,Used,28000,Riyadh,450000,False
410,Lexus,LX,2018,Other,White,Full,,Gas,Automatic,Used,107000,Riyadh,365000,False
411,Mitsubishi,Pajero,2018,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,Used,56000,Riyadh,76000,False
412,Chevrolet,Tahoe,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,73000,Riyadh,142000,False
413,Toyota,Prado,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,39000,Riyadh,151000,False
414,Kia,Cadenza,2019,Gulf Arabic,White,Semi Full,,Gas,Manual,Used,72000,Riyadh,88000,False
415,Ford,Echo Sport,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,Used,2700,Riyadh,55000,False
416,Chevrolet,Tahoe,2017,Saudi,Black,Standard,,Gas,Automatic,Used,136000,Qassim,Negotiable,True
417,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,123291,Riyadh,29500,False
418,Renault,Duster,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,117719,Riyadh,29500,False
419,Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,51717,Jeddah,29500,False
420,Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,Used,26323,Jeddah,29500,False
421,Mercedes,CLA,2017,Saudi,Red,Full,,Gas,Automatic,Used,103000,Riyadh,110000,False
422,Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,75000,Riyadh,125000,False
423,Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,24000,Riyadh,160000,False
424,MINI,Copper,2018,Saudi,Oily,Full,,Gas,Automatic,Used,27000,Riyadh,Negotiable,True
425,Chevrolet,Tahoe,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,55000,Riyadh,168000,False
426,Land Rover,Range Rover,2018,Saudi,White,Full,,Gas,Automatic,Used,26000,Riyadh,170000,False
427,BMW,The 5,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,105000,Riyadh,85000,False
428,Toyota,Camry,2016,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,83000,Riyadh,72000,False
429,Hyundai,Sonata,2019,Gulf Arabic,White,Standard,,Gas,Automatic,Used,35000,Riyadh,64000,False
430,Land Rover,Range Rover,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,125000,Riyadh,245000,False
431,Chevrolet,Silverado,2017,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,Used,110000,Riyadh,107000,False
432,Audi,A5,2016,Gulf Arabic,Blue,Full,,Gas,Automatic,Used,90000,Riyadh,115000,False
433,Hyundai,Senta fe,2016,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,12000,Riyadh,79000,False
434,Chevrolet,Tahoe,2016,Saudi,White,Semi Full,,Gas,Automatic,Used,197000,Riyadh,92000,False
435,Jeep,Cherokee,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,81000,Riyadh,88000,False
436,Toyota,Camry,2018,Gulf Arabic,White,Full,,Gas,Automatic,Used,42000,Riyadh,95000,False
437,Land Rover,Range Rover,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,120000,Riyadh,235000,False
438,Nissan,Altima,2018,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,48000,Riyadh,68000,False
439,BMW,X,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,130000,Riyadh,160000,False
440,Nissan,Patrol,2015,Saudi,Grey,Semi Full,,Gas,Automatic,Used,134000,Riyadh,135000,False
441,Lexus,ES,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,100000,Riyadh,115000,False
442,MINI,Copper,2018,Saudi,Silver,Full,,Gas,Manual,Used,59000,Riyadh,85000,False
443,Lexus,ES,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,85000,Riyadh,141000,False
444,Lexus,ES,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,75000,Riyadh,141000,False
445,Chevrolet,Impala,2019,Gulf Arabic,Black,Standard,,Gas,Automatic,Used,85000,Riyadh,68500,False
446,Lincoln,Navigator,2008,Gulf Arabic,White,Full,5.7,Gas,Automatic,Used,532000,Khobar,35000,False
447,Toyota,FJ,2020,Saudi,Grey,Standard,4.0,Gas,Automatic,Used,46000,Riyadh,135000,False
448,Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,106818,Riyadh,29500,False
449,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,103461,Riyadh,30000,False
450,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,110448,Riyadh,30000,False
451,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,143021,Riyadh,30000,False
452,Chevrolet,Suburban,2018,Gulf Arabic,Black,Full,,Gas,Automatic,Used,48000,Riyadh,163000,False
453,Chevrolet,Impala,2019,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,85000,Riyadh,73000,False
454,Honda,Odyssey,2016,Gulf Arabic,Black,Full,,Gas,Automatic,Used,80000,Riyadh,72000,False
455,Nissan,Altima,2019,Gulf Arabic,White,Full,2.5,Gas,Automatic,Used,1000,Riyadh,115000,False
456,Genesis,G80,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,66000,Riyadh,119000,False
457,Mercedes,S,2015,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,53000,Riyadh,260000,False
458,Mercedes,C,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,120000,Riyadh,143000,False
459,Toyota,Land Cruiser Pickup,1999,Gulf Arabic,White,Full,4.5,Gas,Manual,Used,500000,Riyadh,Negotiable,True
460,Mercedes,E,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,120000,Riyadh,135000,False
461,Land Rover,Range Rover,2016,Gulf Arabic,Grey,Full,,Gas,Automatic,Used,58000,Riyadh,250000,False
462,Lexus,RX,2017,Gulf Arabic,Black,Full,,Gas,Automatic,Used,59000,Riyadh,188000,False
463,Hyundai,Sonata,2019,Gulf Arabic,White,Semi Full,,Gas,Automatic,Used,28000,Riyadh,68000,False
464,Mercedes,S,2019,Gulf Arabic,Black,Full,,Gas,Automatic,Used,6000,Riyadh,470000,False
465,Hyundai,Senta fe,2015,Gulf Arabic,Silver,Full,,Gas,Automatic,Used,350000,Riyadh,52000,False
466,Lexus,LX,2015,Saudi,White,Full,,Gas,Automatic,Used,94000,Riyadh,238000,False
467,Chevrolet,Tahoe,2010,Saudi,Bronze,Full,,Gas,Automatic,Used,292000,Riyadh,55000,False
468,Chevrolet,Suburban,2018,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,58000,Riyadh,170000,False
469,Kia,Optima,2018,Gulf Arabic,White,Standard,,Gas,Automatic,Used,48000,Riyadh,67000,False
470,Jeep,Wrangler,2017,Gulf Arabic,Green,Full,,Gas,Automatic,Used,42000,Riyadh,110000,False
471,Mercedes,CLA,2019,Gulf Arabic,White,Full,,Gas,Automatic,Used,28000,Riyadh,149000,False
472,GMC,Yukon,2016,Gulf Arabic,Bronze,Standard,,Gas,Automatic,Used,88000,Riyadh,141000,False
473,Ford,Expedition,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,81000,Riyadh,88000,False
474,Hyundai,Sonata,2016,Gulf Arabic,White,Full,,Gas,Automatic,Used,38000,Riyadh,63000,False
475,Lexus,ES,2015,Gulf Arabic,Black,Semi Full,,Gas,Automatic,Used,104000,Riyadh,105000,False
476,Mercedes,G,2015,Saudi,White,Full,8.8,Gas,Automatic,Used,213000,Riyadh,240000,False
477,Chevrolet,Impala,2014,Saudi,Black,Semi Full,,Gas,Automatic,Used,189000,Dammam,40000,False
478,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,173700,Riyadh,30000,False
479,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,207135,Riyadh,30000,False
480,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,114250,Riyadh,30000,False
481,Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,Used,197990,Riyadh,30000,False
482,Cadillac,XT5,2017,Gulf Arabic,White,Full,,Gas,Automatic,Used,91000,Riyadh,130000,False
483,Jeep,Wrangler,2018,Gulf Arabic,Orange,Standard,,Gas,Manual,Used,40000,Riyadh,115000,False
